reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOFx3QmJnRytchS-yX-ueaufS-gvJXY9ctiW4GcszVkqABcTdju8iuHtKW1mocMyMU4yYkVNfldoUXWbCQ,Claire Goff,https://lh3.googleusercontent.com/a-/AOh14Gg3HaQ8Xjr7YbdM41w3e668c5rfzCoiFDaJZ-7pXg,"They are a brilliant and have given me a very good service. I cannot fault 
them at all. 😊",5,3,2.5.1,2018-05-15 19:25:13,,
gp:AOqpTOHw__yOWxNcPb27b2LYwinSBTj0ZE0gYZw1SF80FdfFfuixZtpuEY4wmXmnqbS9CPxCeww8OiwU5c9Tnw,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Prompt responses. Excellent service.,5,4,2.5.1,2018-05-15 15:28:29,,
gp:AOqpTOH3PvLzHnnNtp2EZeNwaOH1tfsST0qhDQJAsYvELAbmvgw-Ts-TfM8DB8jEce11VCt7GBAN9TaVGhIu1g,Lindsey Wileman,https://lh3.googleusercontent.com/a-/AOh14Gj6Bybjt9q3SNseahil4_wbN7sZMUUN936KrYdw7w,"As a busy working mum I struggle to remember to order my regular meds so I 
thought I'd give this service a try...it is absolutely brilliant! Received 
my meds through the post this morning about 5 days after ordering, couldn't 
be happier. What a game changer.",5,8,2.5.1,2018-05-12 15:45:16,,
gp:AOqpTOGt6M4UiGt8VB9DkeirUl2KOtFMYN5dDDibuTXUbYW-KNc0IgyhaqeS74VPV4YaeyUTfhew1XjABuAuxw,Kizi chillin,https://lh3.googleusercontent.com/a-/AOh14GgaaVeFiI0ah_GDoGGdI5NHL98y7IrpGkt__uCo,"The app is smoothe, the service, second to none, all round resounding 
success. Is there any likelihood of extending it to more local chemists?",5,4,2.5.1,2018-05-12 01:32:31,,
gp:AOqpTOEZKCEBw50--5_B5hh0KOHJvIjIlO5o-kRjmHWcG6rQRG17Dv1dxRxPuikibMFUvk6VW2vkiDWnycFzgA,Tracey Stephens,https://lh3.googleusercontent.com/a-/AOh14GimZbjAk-WFM-CqsE6B7K0-h68lxItC0faSlAP_hA,Fantastic!,5,3,2.5.1,2018-05-12 00:47:15,,
gp:AOqpTOFyH1230Mq1AlFzMFoI_S-t6pBlUnt8lki8NA4w27rahHUbZZMRndk2TLtFh-iq-dUFdT0BlPPTsFlKPA,Simon Bull,https://lh3.googleusercontent.com/a-/AOh14GhTVtjvEGuIAPljD2TLgsJ3qkwbfRMgyCokCMse,"Sick of the whole process of turning up at the chemist and then finding 
your prescription hasn't been properly filled? Then get Echo. Keep 
forgetting to reorder your medicines? Then get Echo",5,7,2.5.1,2018-05-11 23:37:10,,
gp:AOqpTOEFt2VqlO8mrjoXi-yEXWQB7Y0qFWz0WLCyedaoREa-1nGvjXFCzq2yDJ76xDPiz3KP1LsaJaMkkaFBFA,Ayoola Lawal,https://lh3.googleusercontent.com/a-/AOh14GgTHEG-9wM41D8fpeRu7tC0d5IVjJfg_S9lfmXjBA,"Can't figure out how to use it to order my son repeat prescription. I 
guessed only registered user can use it and not useful to order dependant 
prescription.",2,2,2.5.1,2018-05-10 22:15:17,We'll be launching a service for people under 18 very soon,2018-06-26 00:31:27
gp:AOqpTOFTUT6m6fs2whRTU-ia1j-Ob-dj_4oE8hD2lgTpHV2zHGhcoRT-Nz4dMneDJ6iAv_ZtTDzKvhmjruwlZQ,John Wickham,https://lh3.googleusercontent.com/a-/AOh14Gjq4lONfyzFuxLpsA10Ws0y0uXUV__43iTb85l1cg,Excellent service. Never got it wrong yet.,5,5,2.5.1,2018-05-10 21:45:56,,
gp:AOqpTOGt-apuWN3tAm2YrfdH2tjIMnCms7yjF28do5roAXfh7gwuvil3gAX4J_YD2t8MgajvpWk2ipw8BjyPKA,Sharon Beanland,https://lh3.googleusercontent.com/-5A-H-JIoA2A/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclzsA4iJZBR-B457T1GbiWK7X0WWA/photo.jpg,"1st time used and very impressed by service. Got medication in plenty of 
time. Customer service is fast too👍",5,3,2.4.3,2018-05-09 18:39:34,,
gp:AOqpTOGWilbZUG3Ggul153wmKaQT5AjWAg222YqALsmezA6HGArt3WwYTNmkRXaa9IX1lL9LomszcEQYQN71ng,Mike Faxholm,https://lh3.googleusercontent.com/a-/AOh14GjOk7SoYoVJl6xwPkcgIABssVpSX2JT9qSoEKZa,"App has improved a lot. Backed up with excellent customer service. Highly 
recommended",5,3,2.4.3,2018-05-09 17:32:11,,
gp:AOqpTOHBF4r5EHOoodnS9OGe0gP59dtboDBuCu8GQoJFoHJmkvR8fgpbVZmIgX86IyDE6pbKV5f2yWzQpWYecQ,Ryan Mckinney,https://lh3.googleusercontent.com/a-/AOh14GjifsI0FwFe2YlqhwwF66bMUy_Bj_N1Dlhzi9klIQ,Didn't work for Omagh in Northern Ireland. Useless.,1,0,2.5.1,2018-05-09 07:28:33,Right now we're only able to work with NHS England due to each of the home nations having a separate prescription system. As soon as there's a way for an electronic NHS prescription to be sent from NI to England we'd love to start offering the service to people in Northern Ireland.,2018-06-26 00:33:49
gp:AOqpTOHl5IZ6qOYfOasrwOTXJfczAtl4t3o24F4GzuEbrwCksOB5uz55r3ONudpa329d0GpFwNHb5KVNWooiAA,deborah dowling,https://lh3.googleusercontent.com/-rP71OwneoQ0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckrN64_spVPCT9bD1mbIu79l92rrA/photo.jpg,Great app,5,3,,2018-05-04 20:28:49,,
gp:AOqpTOE7ZdW5fLbBRZXn3Hnm2mzkYdvZ3QMXhSUI8splEX7Nq43KIJLTyz7vPGKWRt1YLMZvh9VzQcpYx7JD3Q,Daniel Fountain,https://lh3.googleusercontent.com/a-/AOh14Gibsi3eFVuttNfmVFO2KjIX4DrhA_ZG5HtifiUe,Good app (could be better) but service is top quality.,5,6,2.4.3,2018-05-02 22:30:49,,
gp:AOqpTOGsbjYFnyaYWSTxJdoHibCLbe1mVMug1fpFcevPxgdqQAvBzsHgRTDJPZLdsLw4w7CM7E-zV_fgjU2zaQ,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Brilliant app, easy to use & the customer service is excellent, extremely 
helpful. I would definitely recommend this app, it makes ordering & 
receiving your medication so much easier :)",5,3,2.4.3,2018-05-02 19:26:05,,
gp:AOqpTOHfeZ9sA5xArpgFEHrqJpUy1daW-I9YDJ61E44u1sVHHnrr-KY8-nkcp-gVVD9bxll_kjgumVReI5DxxQ,Andy S,https://lh3.googleusercontent.com/a-/AOh14GiJzKNuWVBhQ63zxCreHjnQ45caG74L2NUCCoQMzQ,"Anything you want to do in this app such as login, verify email, add 
account results in getting error message saying: something went wrong. Well 
its not something it was everything I've tried to do :(.",1,2,2.4.2,2018-04-30 05:49:34,"Hi Andrzej,

Sorry this has been frustrating for you. Could you please uninstall the app and then reinstall and log back in? Alternatively please get in touch on help@echo.co.uk and we can help out.

Best wishes,
Alistair",2018-05-01 15:47:46
gp:AOqpTOHSeabnvFvOZElQxKaa9gdjQrfu31GNDDNa9luQeoTRUn3nRsfNXewkwCVeQ1wdqwHppqsiMXMwdiZzmw,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Useless. Enter my medication and it tells me it can't be sent by echo.,1,3,2.4.2,2018-04-29 23:00:16,"Hi there,

For certain medications right now you would have to physically go to our partner pharmacies to have them dispensed rather than ordering via the app. This will be available via the app in the future, obviously in conjunction with you having a valid prescription from your GP.",2018-05-01 16:29:38
gp:AOqpTOFkangeh4uCSa1XZ7cwOy8pr2USGnPgFKsvJm-QKFyP3wmn2DGktJUDTa0sacQs7Rk2S-gMyGbeo9KwTw,Chugging Pus,https://lh3.googleusercontent.com/a-/AOh14GgPybYjQJJ_sAWZLMYPFgMuOksDmGMnKzGun-kEi7o,"So far so good. Was only able to get my meds at the weekend due to work and 
boots computer system being continually borked so this is an extremely 
convenient app. Even has a handy reminder for taking your meds. Only 
negative is that a payment reminder is needed as when I first ordered it 
dawned on me that I hadn't paid so almost ran out. I know it says it's in 
the pipeline but it will be dead handy to get my elderly in-laws medication 
posted to them. All in all a brilliant handy app just don't screw it up!",5,4,2.4.2,2018-04-28 21:15:03,,
gp:AOqpTOHcLmo65Xul_PPIB4m7Z9SmpNNgicCUgk4zg_UVgA-JVfDbx30xFvV5H1vE1pzmVnBM4VP1TF2IDHRB5w,Sara Hurst,https://lh3.googleusercontent.com/a-/AOh14Gj6lZeSl0VCyRxWF3SsxZzfoedr_D8_mUgTMz1sQg,"UPDATE: Following your feedback.Ive re installed and now the app 
works.Thank you",5,6,2.4.1,2018-04-27 05:12:56,,
gp:AOqpTOEo8hSOez64sSMOWENUDiN8ltM2bhMEyIivA-tzifia8RWAp9JSCl9f1fjuMpymUKFbSr5mAbzooCngaQ,Graham Hirsh,https://lh3.googleusercontent.com/-v0LfbfpQsU4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclbyMfDc3ABwAqv7a4PpIXnxIkHfA/photo.jpg,"what a great app... I have to take heart pills... I've never met my doctor 
an this service is top notch. if you have a problem an have to text them 
they are there for you... love you all",5,5,2.4.1,2018-04-26 21:19:05,,
gp:AOqpTOF-lW5w3Aa-S_A-mutu-OB8ypr6r4Sn1qt5GafxBPFd8DuC0-s1Tzaz3rKAaIB_ZYCMZn-Orq0UoCu-BA,Katrina Turner,https://lh3.googleusercontent.com/a-/AOh14GhcZ4IrsvNl25sQn6bQkaB-1sf_UBGV3eTEz_Rc,Wanted to use this unfortunately they don't cover my surgery,1,0,2.4.1,2018-04-26 19:39:10,"Hi Katrina,

Sorry it shows up that you can't use Echo with your surgery. If you think there's a chance that they may already be able to issue electronic prescriptions (and we don't don't yet know that's the case) could you email help@echo.co.uk with the surgery details and we can investigate this for you?

Best wishes,
Alistair",2018-04-26 21:01:30
gp:AOqpTOFp_6K2w0XPvpfe6h0dVa1pkvCv4cFjNJvOOqFQ4BgYouJUdN0VzaaEeWtVApoajJJM66IUbPHWELW34g,John,https://lh3.googleusercontent.com/-jSYHoRCPiA0/AAAAAAAAAAI/AAAAAAAAAXc/AMZuucmXfUCT7MI5rNKBskb2X1edO21rQQ/photo.jpg,"Fantastic customer service. After a problem caused by my GP surgery, Echo 
contacted them on my behalf and got it sorted really quickly.",5,3,2.4.1,2018-04-26 19:01:08,,
gp:AOqpTOENDJ-5ETC4ZUVenKasKRfzd_MxChAn7oAocZB2XxHwCnCfzCT8mvRUdoVuh2ySDIyXwe4mKEbtTILkYw,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Excellent! Simple to use, meds received today.",5,3,2.3.7,2018-04-23 16:09:42,,
gp:AOqpTOHFc36YhkUlBZzhFAW-puOrAgSgxh1Wa3NN2qkgwnRtEre18ish9FZOCsY2j_mCN93pYryiLLEOt4nrUg,Martin Peters,https://lh3.googleusercontent.com/a-/AOh14Gjp6toj899g7LPA5SMk1ikab7O5l1j7FZ4xA4ez,"Will not even open, using a pixel 2 ,""pure android"" so should work",1,1,2.3.7,2018-04-22 04:40:14,"Hi Martin,

Please can you try uninstalling the app and then reinstalling and logging back in? Alternatively please get in touch on help@echo.co.uk and we can help out.

Best wishes,
Alistair",2018-05-01 15:46:48
gp:AOqpTOGCtkd3Y_ycvVwho3mc32R2b4BrAvdmag0oi0EkczvAyFHGZWlr2NUHH1gFw9PwJu1dcWLubYKdLuFsqg,Craig Carroll,https://lh3.googleusercontent.com/a-/AOh14GiL3Hu5HLyQIo7Y92l5EMF2q2HHTeoUB6SPuYP4R3w,"The concept is brilliant but you need to be careful. I signed up and all 
was going well until my doctor called me to say they had received a fax to 
order my new prescription. They'd never heard of the app. On this occasion 
they will process my prescription request but are considering how to handle 
this in future. I cannot understand why fax was used as this is all meant 
to be electronic. Based on this I have cancelled my prescription with echo. 
I'd suggest before signing up you check with your GP to see if they'd 
accept the service. If my GP hadn't called me I may have had no tablets. A 
risk I cannot afford in future. Alas it's back to paper for me.",3,6,2.3.7,2018-04-20 23:43:07,"Hi Craig,

Apologies that this didn't work for you. We use a number of different ways of ordering prescriptions, depending on what individual GP surgeries will accept - and some surgeries will still only accept a fax unfortunately.

If there's anything specific you'd like to ask, please get in touch on help@echo.co.uk

Best wishes,
Alistair",2018-05-01 16:04:36
gp:AOqpTOH189fjpdMhPibc3fxUiznQawpnk8yJTZNJq2Vm_hKeAAZuiwTy9YOy1g_rYix6pyUuzNqJiNy9nuhjJg,Stuart Cooper,https://lh3.googleusercontent.com/a-/AOh14Ghe84liffMhOEkvAD8NAhaB-JNOddB7_u2Iml2peA,"Very few apps actually make life easier, normally they just add another 
layer of complexity. Echo is the complete opposite off those apps. Right 
from the get go it was easy to use and as soon as the initial prescriptions 
were processed began to make my life easier. This app is a must for anyone 
on repeat prescriptions, especially if, like me, you have close to a dozen 
scripts to fill every couple of months. In short, get this app. You will 
thank Metabolic Healthcare for it every time you receive your box of pills 
from the postman.",5,3,2.3.7,2018-04-18 20:57:04,,
gp:AOqpTOGfjYY-rXjeuNJ79gnNI55lzDGOhxPg94PKs1oIqHHrHC-dSC9hcisf6cvpuy_fSMlwv4VUx_SXmS720Q,John Dilks,https://lh3.googleusercontent.com/-AL1y3YTZHIY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckGm5u2I7x09M1eOVlghKoUGrbUHw/photo.jpg,"Good idea if you can set up app. Says it sends verification email but never 
arrives so can't complete application setup. Back to phoning my local 
pharmacy.",1,0,2.3.7,2018-04-18 14:35:44,"Hi John,

Please get in touch on help@echo.co.uk so we can help you get set up. Sorry you've had difficulty with this so far.

Best wishes,
Alistair",2018-04-18 16:08:12
gp:AOqpTOFhLMJw0-MPQP2uH7Gv-8PbPY3dX0JD5rKIIUf8uh0-YV5ZiDeIJ2nToIoBIGQYaTZy6zTpKm0Y6hEZDA,Sabrina Pusceddu Curto,https://lh3.googleusercontent.com/a-/AOh14GgN0QEMJ_SU4wt0Bm_SngWpBxzCnzOvlE_DXorRRUE,Very professional and very helpful,5,3,2.3.7,2018-04-17 21:38:52,,
gp:AOqpTOHEnThzkN4-Vl5QNmIZhpmoIjdBw5_JGMcYH9PtmUH8R_cT09XGRLbzGbmt54pEOqsDO6cTL5eoE9UhtQ,Clive Burt,https://lh3.googleusercontent.com/a-/AOh14GiOZraXi7D6dMT_58bKApYx8frffk8YHUFq4Aw0dg,"Very disappointed, no warning that you cannot select a local pharmacy, 
automatically selects the providers own pharmacy, whichs based in London, 
so no good for Lincoln. Installation process does not advise this until 
installation process complete. Will have put previous arrangements back 
into place.",1,4,2.3.7,2018-04-16 21:40:10,"Hi Clive,

We'll review the wording in our adverts to make it clearer but it does specify that your prescription will be delivered rather than you collecting it in person. 

Re-registering with a local pharmacy is simple but if you need any support, please don't hesitate to contact us on help@echo.co.uk

Best wishes,
Alistair",2018-04-16 23:23:56
gp:AOqpTOHOygVa8G4zr-EArhHn2yPEfzHEn8YPgH2vBiW_9lvjuSjrpyn6vyhAujnkeFRTTydPQVyDgtItmlVUYg,Mariusz Parkitny,https://lh3.googleusercontent.com/a-/AOh14GjU2wmkgqAX0XGAjcbg_19H-SObTi6EIUDCxC_X,"Deliver by Royal Mail...How they will deliver medication like insulin what 
must be storage in fridge I wonder ???",3,1,2.3.7,2018-04-15 06:37:21,"Hi Mariusz,

We have special packaging and delivery options for medication that needs to be kept within a low temperature range, at no extra cost. Please get in touch with us at help@echo.co.uk with any specific queries you have and we can explain the options available.

Best wishes,
Alistair
Clinical Director",2018-04-16 15:28:06
gp:AOqpTOFT-MRqvpnxndcOzjtB4XiL1gw5PgzGaTd-NjKRWY9Yi71Lz0DH8iRdKlOqU8TezYxLvMmt2-tbW46s4w,Natalie Wyles,https://lh3.googleusercontent.com/-c6tmKg9GdHU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnuH04AHN79KOvtICDFYpwe4QxtzQ/photo.jpg,"Won't even find my gp practice even though i found it on the map and it has 
a unique name. 5 attempts and can't get past first step. Rubbish.",1,1,2.3.7,2018-04-14 17:00:51,"Hi Natalie,

Can you get in touch on help@echo.co.uk? We'll be able to sort this out for you as long your GP is able to issue electronic prescriptions.

Best wishes,
Alistair",2018-04-14 18:13:29
gp:AOqpTOF1WRez2KuIsl3W61XXZbKesv5xwmXGfyM5mki_vDsCtkYBGNBiuxMITdXD_fUtNgYJl7cIfODA0UPYpg,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Great app, saves a lot of time and easy to use. Strongly recommend 😊",5,3,2.3.7,2018-04-13 03:28:36,"Hi, thanks for letting us know and I'm very sorry to hear that. We are going to notify our product team of the issue so they can investigate. I will update this comment as soon as I get a response :)",2018-01-03 16:49:29
gp:AOqpTOHNuwCCBBNDxW9NitVMfxj_o57TIfjAhiCLDHQrt5ZhZ5jbUyJJ2Q5fSzzGmSwy4Uqq2W2S3hHG_nrUgQ,Jason M,https://lh3.googleusercontent.com/-g9OOEftkZhM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnPbdgeKjyuXk-CGgY01xtINZ-YOg/photo.jpg,"I have been pretty disappointed with the service. I requested medication on Friday 30th March and still waiting now. I understand that the request fell in the Easter Bank Holiday but it's now over 4 working days turn around. It is approaching the second week and now I'm being informed that they are awaiting to be stocked even though the day before I was told that it was ready and waiting for dispatch. I understand that we should order medication in plenty of time but I have purchased a 'pre-pay certificate' limited to 3 months to cover me through the hayfever season so the time is limited to make sure I'm stocked up for the season. I can not put in orders too early as my GP surgery do not release prescriptions too early due to assuming I have enough medication. It was far far easier to go on my GP's website, order my meds, pick up after 48 hours then order my prescription from the supermarket pharmacy that is just round the corner. I thought this the app was to save me the time and the hassle but it seems to cause me more headache. Surely, with the technology, this should be far easier? Not happy at all....",2,2,2.3.7,2018-04-12 13:09:21,,
gp:AOqpTOFUvHupDEhKKEWddOMVFNRfB5U30PUVQqUydS5RYMv-U32PtvBi6mIxxvk4CVUoifcrJk2nD3i21UQ1qw,Hayley Wroth,https://lh3.googleusercontent.com/-sSdR7qRNAzw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnZfD37BgxEUMtpkDULlFn7AlsN4w/photo.jpg,"I never, ever review apps. But this one deserves it because its changed my life... It sounds dramatic i know but with agoraphobia, anxiety, heavily pregnant and depression, this app has absolutely taken out the stress of facing the doctors and chemist. The walk is exhausting enough but then waiting around in an area that isn't very nice when it comes to drug abusers making my anxiety a whole lot worse, it's taken what was a huge strain off of me, they set an alert automatically to stop me forgetting to take my medication, they let you know personally and politely if anything is wrong which has only happened once and that was the doctors fault not echo. They keep you updated on when they've re ordered for you, it's just outright one absolutely fantastic app and service. I really can't appreciate the staff running this app enough for absolutely changing things for me for the better.",5,6,2.3.7,2018-04-10 08:22:30,,
gp:AOqpTOG_5ZG4a7t0XDw1BV6_h7lpPw_DwrRP_0qm5Hds5FeUAS4f6UEXjX565fTx-mCrksBCPo-awrf5j5ndxg,Chris Quinn,https://lh3.googleusercontent.com/-yLky-dp3dgE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckvC10qMZ-XsFNFnD9rE0dq5pcPTQ/photo.jpg,"Excellent idea, easy to use and good service... 100% recommend to anyone that works and/or hasn't got the time/patience to be battling GP receptionists and Pharmacy Technicians when trying to sort out repeat prescriptions.",5,3,2.3.7,2018-04-10 05:16:35,,
gp:AOqpTOEdmbXKOcjD8YQT0lLreYBIpzLQ4H_4B_ZQLA9NNcvoz9E-ttAjzSBgMbXGpKq8gMZqSFXBPxCvSCh-1g,Martin Francis,https://lh3.googleusercontent.com/-GZ2zAYj8zGQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmDN7_OnQWLlK3PF3Zvuby1aPglAQ/photo.jpg,Keeps crashing so could not complete registration. Now won't open at all.,1,1,2.3.7,2018-04-09 05:28:04,"Hi Martin, 

Very sorry things weren't smooth for you signing up and thanks for flagging it. Can you try reinstalling the app and signing back in with the same email you used when originally registering? Any further problems, please email help@echo.co.uk and we can get you sorted.

Best wishes,
Alistair",2018-04-10 20:06:32
gp:AOqpTOHxrI-590XQwt4b7Z-1K1roiHzbRWuyg5q2yeiS17xEmC3S8ryJ7mBOLlAghyJAOE2vd9q3YOIrSo6e9w,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great,5,3,2.3.7,2018-04-07 19:58:21,,
gp:AOqpTOEseyLvuGVbrejQnPnUYHBb9Nra8kqCw37N2hB6xZ79UKHSQEi7OfdZWnCI_PsmOtJ0FytQUwzQVR3_pA,Joanne Bennett,https://lh3.googleusercontent.com/a-/AOh14Gi8OsHRJgsRoHqF-ucgpCFpSHZk_W1pSEVxAsOJ,Fantastic! Couldn't be easier to order my medication and when there is a problem the online chat is brilliant and Echo staff get the problem sorted out in a very short time. It saves lots of time and trips to the chemist etc.,5,11,2.3.7,2018-04-04 19:27:12,,
gp:AOqpTOG9mL5Ato0X-Pg2jpXNnkkjNbM3ugrm6JTUT3d8eY5ZtfjZueEX43ljIE3pCLywhkLEwwT-2TNMbnjBsQ,Kasey Bay Doyle,https://lh3.googleusercontent.com/a-/AOh14GiocVWnwmkXnRb9_sUmae5kcBJ_IUjG_H0lRXzlHg,"I never review apps... If you take regular medication as I do (For anxiety & depression) then this app will honestly take ALL the hassle out and give you more free time & mind to spend on what you love doing.  I struggle to line up my medications so they overlap which is very important for the medication I take so that I don't miss a dose. This app has saved me so much wasted stress and anxiety around having to make the trip to the doctor's and pharmacy, sorting out the overlap, something I use to get every couple weeks on the build up.   I honestly hope they add some form of donation button because I honestly want to give a big thankyou to the whole team who made this app. It is clean, fast, efficient, effective and non-invasive. It has responsive support and keeps you up to date every step of the way. I hope this app company decide to help bring forward the NHS in other areas too through other services.  This is a phenomenal app and I honestly cannot praise it enough!  (Phone; Google Pixel 2 XL)",5,4,2.3.7,2018-04-04 19:27:12,,
gp:AOqpTOH2sUQgaqHRNiLkspwNmhLXq0KxP6c4xvm-efimnEhuLn5_QrIF51f6nm2pX8NG_OpmzbmARBuHbilmag,Vay Ung,https://lh3.googleusercontent.com/a-/AOh14GjvAtMNtI79iUfnrftr0Er1Q5pisD1krebGYj0D9w,Advisors are very responsive. App has zero. Issues with Pixel 2.,5,6,2.3.7,2018-04-04 16:39:58,,
gp:AOqpTOHfe99981QDXQ8q3qz5gkzlJWiFKTW_3_9WQvzHLJ0kIFvip7xbPK50IaSU9xe_cKbmlxzojfrf5hrLeQ,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ridiculous! I live in Nottinghamshire. My prescription was sent to a pharmacy in London. Go figure.,1,1,2.3.7,2018-04-03 19:36:50,,
gp:AOqpTOGkeskxwBosi3wSROZZmFMa0EFIdHE7XFoeHiz3zDcAE8wetHqsB6o9831lP1tssppjsw2Ca6GJkVptrQ,Kim Marshall,https://lh3.googleusercontent.com/-C_xYrKcZHd0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucltZb0UC3fIv-Rv7b5xmvRIw4p3aA/photo.jpg,Rubbish. It keeps closing and saying not responding.,1,2,2.3.7,2018-04-02 23:56:32,"Hi there, thanks for letting us know - we will look into this ASAP and be in touch with a fix.",2018-04-03 19:53:00
gp:AOqpTOHG6OuyaBpyrAY5S5UJQ_TyD1tSiPIwmhLO7rOR-KRIGCO9BoEzSNrdHzrnKeD7mfJoYN2apZwxKLtATg,Cara Spencer,https://lh3.googleusercontent.com/a-/AOh14GiLo08etMmOYADyY3h_8UpfHx-t0naL_LjEoijvb3E,"A great app and handy if you are working and don't have time to get to the doctors. However, twice now my prescription has been approved at my surgery and twice I have been left waiting by Echo saying it is pending approval. Not good when you're asthmatic.",3,7,2.3.7,2018-03-30 01:21:23,"Hi there, thanks for letting us know - we will be in touch to figure out how we can avoid this happening in the future.",2018-04-03 19:55:42
gp:AOqpTOHagy2BiceiuzZu-yMAEHpESPyRCdwwDMhSpSa8Sry7wDiYTjM7DtcS4mW49KNwXErg3Bu2vT3hCd-lNw,Kevin C,https://lh3.googleusercontent.com/a-/AOh14GjBGt39NdrxiBNMhEymMMFc2JJK2hp_qux-neXI,"I love this app, it's helped me out so much",5,5,2.3.7,2018-03-28 23:16:51,,
gp:AOqpTOH60_Brqovw-kECXZxZA6opIYISMSboKohyqXqjQr9OrcrtxGgUcnNRG3YnWYKaKhUhrYVcsL5KI_eG8w,Tony Cook,https://lh3.googleusercontent.com/a-/AOh14GgrfD1f8IfQqStNG1dOHia3j4uuFKnZ5L5vNYcI,Great application. Helping to bring the NHS towards the 21st century. Avoids the multiple calls and trips to the doctors surgery.,5,5,2.3.7,2018-03-28 02:02:42,,
gp:AOqpTOEFnzDtVEO8msGJFA7phykJH4VsGbi3ycsqQCFr05PAl5yB4-KP7kvY97AiaMwt-BFsRLRW4Xy7lkN4qw,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Arcane processes and 'jobsworth' staff regularly mandated multiple visits to the Surgery / Pharmacy to secure my repeat prescriptions, (six trips was my 'personal worst'), or of course there was always the option to waste time and money on frustrating and usually fruitless telecons.  Cue Echo... A couple of clicks every two months and my medication drops through the letterbox... A 21st Century solution to what should be a simple challenge; it's time for the NHS to catch up...  Well done Echo...",5,4,2.3.6,2018-03-27 14:31:10,,
gp:AOqpTOF2cJH3jZ6JAHddDV2d72gxgRQE0FINKJIwGyFBGlOGVwh0GybbVU5uGryRUVC23-sPVZ4Szy0UdFUeHg,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's fantastic! Saves time and you never forget to order as they remind you! Great customer service as well when there was an issue at the GP.,5,4,2.3.6,2018-03-25 17:04:07,,
gp:AOqpTOFtJLnk0AexkPw7ncrXynaWj_NVqpAC-MhcyLKNF8jU3XvMq-vzbT8KxXn2M_KnQ_5f8kmI6oa3huKD6A,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tried this because my GP seemed to have problems with Boots electronic ordering service. Worked the first time I used it. Second time nothing had appeared after two weeks. The app said awaiting approval from GP. Surgery said they had approved it eleven days ago. Prescription ordering services MUST be 100% reliable, and this isn''t.",1,8,2.3.6,2018-03-19 16:12:19,,
