review,stock_logistics,delivery_logistics,customer_service,app_functionality,service_functionality,locational_constraints,rating,version,type
"Unfortunately my GP is not included, a apparently they are not part of the EPS. Others in rural villages like mine will likely find the same issue. A shame, since I would have liked to use this service.",0,0,0,0,1,0,1,2.23.1,google
"Awful experience with this app. After a few days of placing an order for medication and awaiting initial setup to go through, I finally got a message to say that because 1 of the 4 items I'd requested wasn't available, Echo have cancelled my entire order. Upon finally receiving this information and frantically trying to reorder by my traditional methods, my pharmacy haven't been able to issue any more medication for me as they'd already sent all parts to Echo. I've now had to argue the case and get the process resubmitted and hope that I don't run out of medication in the next 4 days while the prescription is being reissued. This is a horrific position to find myself in.",0,0,0,0,0,0,1,2.23.1,google
"Used echo for 3 months for my mum's Alzheimer's tablets. Had 3 different brands of the same medicine and each brand can have different side effects. The 3rd month I was not reminded to order the meds and had to send several messages. The 4th month no reminder again so I decided to go back to local pharmacy and the same brand every month. This app was no good for me, others with less strong meds might think it's ok but inconsistent with reminders so defeats the object.",0,0,0,0,1,0,1,2.23.1,google
"Started off great, something's gone badly wrong. Very sneaky of them to now use Royal Mail 48 instead of 24 without notice. Errors with the app and contacting support mean I have been without Meds twice. Not good enough.",0,0,1,1,0,0,1,2.23.1,google
"I've gone without vital mental health medication all weekend because I switched to this company. I havent taken my medication since Thursday its now Monday morning early hours and I'm suffering.. I can only hope my medication arrives today.. On paper they offer a hassile free service.. Turns out that's not the case, regrettably.",0,0,0,0,0,0,1,2.23.1,google
"The idea is excellent in principle but, for me, it doesn't work. The app said, after 3 days, that the GP hadn't processed the prescription so I checked directly with the GP. They had processed it immediately and it was ready for collection. For now, I'll stick with the old fashioned, reliable method.",0,0,0,0,0,0,1,2.23.1,google
It's a great idea and the app itself is great. The service it offers is the problem. First prescription went through fast and efficiently. The second one has not been and has taken a month so far for my repeat prescription and have now been told sorry they can't deliver and given a code to go elsewhere. Great while it works but they don't seem to have the ability to resolve issues. Check out trustpilot reviews as I'm not the only one who has had problems.,0,0,0,0,0,0,2,2.23.1,google
This app has gone from great to extremely bad I have been left without medication this last time and my painkillers were never delivered right have had enough and have cut all ties with this app and company have been let down too many times and in the end became so stressful to order my medication at all costs find another company to deliver your medication,0,1,0,0,0,0,1,2.23.1,google
"Initially I was happy with this app, as months went on I found myself having to chase up my Perscription. I am currently without medication.. Would not recommend!!!",0,1,0,0,0,0,2,2.23.1,google
"Constantly late medication due to awaiting supply of tablets, my elderly mother left without life saving meds! Avoid at all costs, prescription order well over week ago, go approved and has been awaiting despatch for about 5 days now! This is people lives your messing with! Avoid at all cost!",0,1,0,0,0,0,1,2.23.1,google
"This app was brilliant at first but what's going on now? Had it got too big for them to cope? Ordered my meds 5 days ago and the app still shows request received NOT sent to gp. Contacted customer services and received pretty aggressive response, blaming me for not submitting request then my gp for being slow! Tried to explain the app told me it hadn't even been sent to gp: customer support kindly suggested I phone 111. Pretty disgusted really. Still no sign of my prescription.",0,0,0,0,0,0,1,2.23.1,google
I ordered my second prescription through this service and I haven't received my medication. I work away from home during the week so a service like this is vital. I placed the order a week before my prepayment certificate expired - plenty of time for the order to complete but after logging on this evening I have discovered they are waiting for payment. I should have been informed the was a problem with my order as I run out of medication over the weekend and will not be able to get a prescription from my doctor's before work next week. The app is a good idea in theory but in practice it is not something you should rely on with something as important as your medication.,0,1,0,0,1,0,1,2.23.1,google
No good for me as I live in Scotland,0,0,0,0,0,1,1,2.23.1,google
"My first order is still pending approval despite my surgery issuing the prescription to the nominated pharmacy via Echo. Nice idea but so far, very poor execution and support. The integrated chat client never worked and Echo have no publicised contact information. I eventually (2 weeks later) found an email address which I am currently hoping to use to get answers. Avoid until they mature and experiment and reach reliable status before you take a punt. I finally received 1 of 3 items after several days delay and working with Echo support. Sadly, the app is showing that all medicines are delivered. What a mess!",0,1,1,0,1,0,1,2.23.1,google
"Ran out of medication for 5 days,just kept stating requested,useless service",0,0,1,0,0,0,1,2.23.1,google
Poor customer service!! Took 15 day's for delivery of my medicine!,0,1,1,0,0,0,1,2.21.2,google
App is ok but service is rubbish. They dont bother with any proactibe jeopardy management of orders leaving the customer chasing them. If you rely your medication on a schedule please do not use this app.. in my experience they will let you down and leave you without medication when you need it.,0,0,1,0,0,0,1,2.21.2,google
Way too slow getting my prescriptions. Going back to my local pharmacist.,0,1,0,0,0,0,2,2.22.0,google
Rubbish. Recorded my meds. They attempted to order my meds. Went to check 10 days later expecting to see out for delivery and my request had been cancelled without notification. Now almost put of meds and will need to wait for prescription 😡,0,0,0,0,0,0,1,2.21.2,google
"Doesnt have my doctors surgery on it, keeps trying to getme to pick surgery over 60 miles away",0,0,0,0,1,0,1,2.21.2,google
This app is rubbish and doesn't work. It is meant to remind you to take your medication... Guess what it doesn't and even after speaking to them they still can't sort the problem. Don't use it it doesn't work,0,0,1,0,1,0,2,2.21.2,google
"First delivery fine then nothing after That! I thought this would be ideal for me as a working mother of four but having no medicine arrive that I need to save my life was awful, no response from them on phone I had to contact my doctor and get them to reissueall my meds, I will die without my medication and to not answer the phone not deliver meds or give any notificationthey won't be delivered is appalling, won't be long until a director of company will be at a tribunal saying lessons will be learnt, please don't make it yours",0,1,1,0,1,0,1,2.18.0,google
Not a local service.,0,0,0,0,0,0,1,2.21.2,google
Ordered medication 2 weeks ago..nothing delivered. Will be going back to my local chemist. Waste of time.,0,1,0,0,0,0,1,2.21.2,google
England only service. Uninstalled,0,0,0,0,0,1,1,2.21.2,google
Gutted you don't deliver in my area this would of helped me so much especially with my problems hopefully you will do in the future,0,0,0,0,0,1,2,2.21.2,google
"Great at first but not the same service we were provided, taking longer to respond to messages, longer to dispatch and just a poor service, ive cancelled account now and will go elsewhere",0,1,1,0,0,0,2,2.11.0,google
This app completely messed up my prescriptions. It made it so that all prescriptions now go to London and then charges extra to ship to you. Then if I need birth control it won't do it and says that it sent the prescription back but never sent it. Two weeks now without birth control.,0,1,0,0,0,1,2,2.21.2,google
"Signed up but order was rejected. Got that sorted with GP. Paid for order on the Thursday, it's now Monday and I've still not received my parcel. So I've been without my medication for 2 days and it's not one I can just skip. So far, not impressed.",0,1,0,0,0,0,2,2.21.2,google
Useless as doesn't cover most of go practices in my area.,0,0,0,0,0,1,1,2.21.2,google
"Worked great first time, then no notification to renew script had me running around trying to sort something. Turns out they knew there was a problem with notifications. My renewal was 10 days late, a problem I thought by adding this app, wouldn't happen. Not chancing it again. App deleted.",0,0,0,0,1,0,2,2.21.2,google
You'll never get your order in a reasonable time frame. It can take weeks,0,1,0,0,0,0,1,2.20.0,google
"Honestly I would rate this higher, but all I've had is problems getting my medication in time . Several times I've had to call up the GP to get a manual prescription because it just isn't completed in time. The issues seem stem between the contact between the service and the GP. I've had to call the GP to approve.",0,1,0,0,0,0,2,2.20.0,google
App keeps crashing when try to select my GP practice. No other app crashes.,0,0,0,1,0,0,1,2.20.0,google
"update: the company claims that ""[t]he support team have now dealt with the problem"". This isn't really true. Echo cancelled the order due to lack of stock but sent no message to me. I got an apology yes, but still no medication and I am now having to sort this out elsewhere. I don't call that ""dealt with"".  It's a great and necessary idea. The design is nice but the service behind it appears to be a complete mess. There is no list of repeat prescriptions in the app so my orders get rejected when I order the wrong thing. There are mysterious hold ups with the GP. Things are generally slow when it does work. Valid orders have been cancelled for no reason and no explanation.",1,0,1,0,1,0,1,2.20.0,google
"*AVOID* The app looks slick but the service is a disaster. They couldn't get my medication to me in time even though I ordered two weeks in advance. Six days to request it from my surgery, six days to process, didn't even get as far as posting it to me which would have taken another five working days to reach me. No number to call if something goes wrong, useless customer service via a message service that take too long to respond (with auto-populated messages). Realising I wouldn't get my order in time, i messaged Echo who offered a barcode which was supposed to allow me to collect it from a pharmacy as an emergency. When I tried to do this, I was told by two different pharmacies that the code was redundant. I contacted Echo again who sent me the same code, which again was redundant. Had to arrange an emergency prescription (in tears) through my surgery directly. They've never heard of this company and have advised me not to use Echo again. Ironically, without my medication I'm at high risk of a heart attack: take away the medication and add the stress of trying to obtain the medication via Echo = a life-threatening situation. So stressful, impersonal, unprofessional, and even dangerous, this is a complete mess of a company and not worth the risk if you rely on your medication.",0,1,1,0,0,0,1,2.20.0,google
"Appalling service, no feedback when my meds were out of stock. Ordered with 2 weeks to spare, they arrived a week late. Customer service was passive aggressive, dismissive and not at all helpful. The next month, I chased up a prescription request they claimed to have sent 11 days beforehand, my doctor's had no record of it. Again, no feedback from them, no action on their part to chase up the request. How this company hasn't folded yet I'll never know. This was a great business idea, a total no-brainer, and still they managed to cock it up every month for the first 3 months. I sure as hell won't be using them for a 4th.",1,0,1,0,0,0,1,2.19.0,google
"Nothing against the app, but the pharmacy service is unacceptable. They don't bother to let you know if they don't have medicines in stock. Also, i found a wrong dose sticker on one of my tablets box. This is a serious error. Closing my account and uninstalling the app .",1,0,0,0,1,0,1,2.11.0,google
The service was appauling,0,0,1,0,0,0,1,2.18.0,google
Calender clitch wont let me go to this year starts at 2022 can not scroll back any further,0,0,0,1,0,0,2,2.18.0,google
Didn't even past the registration part as although I'm in leicestershire my prescription collection at the chemist would be in London no other option to change it 🤷🏻‍♀️,0,0,0,1,0,0,1,2.18.0,google
"I've never had a worse app. I've run out of my medication, which I take and 
need on a daily basis. It's hard to get through to people, I emailed and 
they sent me to chat which I had already specified wasn't working on my 
phone. This app is a waste of anyone's time. I have also been advised 
against using by my GP when they realised I was using it",0,0,1,0,0,0,1,2.17.0,google
"When I first downloaded the app, it said the earliest I could receive the 
medication was 2 weeks, but I needed it quicker than that. I decided to 
take the plunge anyway and put my trust in it. 2 weeks went by and I didn't 
receive my order, so I had to order it again, but once again, its taking 
too long and now I'm in such desperate need for the medication that I'm 
having to buy it. Terrible app.",0,1,0,0,0,0,1,2.17.0,google
"The last 2 months orders have been terrible app says GP pending I have been 
ringing my GP and no delays there! 2 weeks and still no delivery pending GP 
approval absolute rubbish my GP approved straight away. Stay clear of this 
service grrr.",0,0,0,0,0,0,2,2.17.0,google
"Absolutely rubbish, started off OK meds on time then a month in started 
missing some of my medication then a few months down the line none at all, 
no contact number to speak to anyone only a stupid live chat which then 
they deny even having my medication, will never use echo or recommend to 
anyone",0,0,1,0,0,0,1,2.16.0,google
"Submitted my order over a week ago, paid 2 days ago and still not even 
dispatched to me. GP only took 1 day to approve it. It's spent longer 
waiting for Echo to accept my order and then dispatch it. App is good, 
service is not. My order is standard asthma medication so no idea why it's 
taken so long. If I called my local chemist they would have turned it 
around in 2 days. Not worth risking delays to your medication in my 
opinion. Updated 7th August 18 - since my last review the app has taken it 
upon itself to request further medication from the GP that I did not ask 
for. I have had a confused call from the surgery asking that I come in and 
explain to the GP why I need so much medication. I did not authorise this 
and I find it ameturish that an app like this can just order medication 
without my approval and cause inconvenience for myself and my GP. I would 
strongly advise against using this app. Update 9th August. GP contacted me 
again saying that the app had again requested medication without my 
consent. This is ridiculous. There is no way to cancel this request in the 
app because I did not ask for it. My GP is now very annoyed with me because 
of the time wasting, and has asked me to go in for a medication review 
because they think my dose has gone up significantly. The app is supposed 
to make things easier not harder and certainly not damage my relationship 
with my GP. avoid at all costs.",0,0,0,0,0,0,1,2.16.0,google
"Good luck using this service - the first and only time I used it, my 
prescription was 'lost' and Echo, my surgery and the pharmacy blamed each 
other in a circle jerk! The app is a joke - 'Live Chat' is a promise to get 
back to you within four hours and they only replied to me more than 12 
hours later after I emailed them. If you depend on meds, I'd recommend 
trying something else!",0,0,1,0,0,0,1,2.17.0,google
The person seen my message over 2 hours ago then never even responded,0,0,1,0,0,0,2,2.16.0,google
Only works with NHS England. Make it clear on the adverts please!,0,0,0,0,0,1,1,2.16.0,google
"Takes to long to process the GP request. Lloyd's Pharmacy need only on day 
to get approval, Echo didn't get GP approval after a week (5days). Nice 
idea but not well executed. Don't relay on this service if you need the 
medication on a fixed data.",0,0,0,0,1,0,1,2.16.0,google
"Why is it that a Pharmacy in London would be dealing with my prescription 
when I live 6 hours away in the North East?",0,0,0,0,0,1,2,2.15.1,google
Unfortunately does not cover Scotland,0,0,0,0,0,1,1,2.15.0,google
Took them 3 weeks to sort prescription. Still didn't receive in time,0,1,0,0,0,0,1,2.15.0,google
Can't find my surgery.,0,0,0,0,1,0,1,2.14.0,google
"Useless, couldn't find my surgery, and the map kept showing me Stratford 
London when I was at home in Kent? Don't bother another poorly coded 
application trying to take money",0,0,0,0,1,0,1,2.14.0,google
"My wife is in chronic back pain we need fast service we have been ordered 
medication and is almost 2 weeks and we haven't event received confirmation 
when we will receive those medicine. I have to do to doctors to day and beg 
them for new prescription so I can go to local farmacy and collect the 
medicine.",0,1,0,0,0,0,1,2.14.0,google
"Can't get passed the email verification stage. Every time I open the link 
it says an unknown error occurred and I can't clearly see any tech support 
contacts",0,0,0,1,0,0,1,2.14.0,google
"My GP isn't listed, so unusable.",0,0,0,0,1,0,2,2.12.1,google
Not available for glasgow,0,0,0,0,0,1,1,2.12.1,google
Why only England and not Wales?,0,0,0,0,0,1,1,2.11.0,google
"Awful. Thought this would make my life easier but it hasn't at all. It's 
caused more problems between myself and the doctors that I would never 
recommend this app. It does not do prescriptions from your local pharmacy, 
more like 5 hours away!!! DO NOT INSTALL THIS APP.",0,0,0,0,0,0,1,2.11.0,google
"Installed ok. Told me my GP was not part of the electronic prescription 
system when I have been getting my scripts sent from them for as long as I 
can remember? So useless.",0,0,0,0,1,0,1,2.11.0,google
Why only in England? Wales needs it too.,0,0,0,0,0,1,1,2.11.0,google
Useless would allow one of my most important medication's,0,0,0,0,1,0,1,2.11.0,google
"Went a month without my medication because of this waste of time then when 
I went to put in my prescription at my docs my pharmacy was changed to 
their London one meaning I couldn't get my meds. Thanks to boots pharmacy 
the fiasco was solved and I got my meds but will NEVER use a prescription 
service like this again.",0,0,0,0,0,0,1,2.3.7,google
"Found my GP but not my medication... I typed in and scanned the barcode to 
no avail.",0,0,0,0,1,0,1,2.11.0,google
"Takes longer than a GP. Prescription sent to ""somewhere in London"" and took 
3 attempts to get, with delivery date fluctuating each time - good job it 
isn't for angina pills, eh? App seems to take control of your prescription 
even if you want the option of going to your GP and GP is utterly powerless 
to help or change it. Customer service is a joke - no sense of urgency to 
response with different people each time; mostly automated. No positive 
experiences with the app.",0,0,1,0,1,0,1,2.10.0,google
Doesn't support my local GP - utterly useless to me.,0,0,0,0,1,0,1,2.9.0,google
"Trying to remove my account so I get my depression tabs as I don't live in 
London and ran out almost over a week ago",0,0,0,1,0,1,1,2.9.0,google
"Do not sign up to services like this and pharmacy 2u. THIS IS NOT AN NHS 
SERVICE! They are awful companies and they work by having their own 
pharmacists who dispense and check your prescriptions but if it goes wrong 
you have no pharmacy to go to. Your original pharmacy will no longer order 
your medications as you will have given an online pharmacy the go ahead, if 
it goes wrong you're screwed.",0,0,0,0,0,0,1,2.8.0,google
"My area isnt supported. Should my area become supported then I will revise 
my review. But whats the point in flooding my games with your ads for this 
app and then not serving an area. Makes no sense.",0,0,0,0,0,1,1,2.7.0,google
"The app said my gp surgery was registered, however 2 weeks waiting and 
still pending with the gp for my medication, thankfully wasn't anything 
urgent!",0,0,0,0,1,0,1,2.7.0,google
"Absolutely awful. Needs a couple weeks notice to order the first lot, fine, 
I ordered 4 weeks ago to ensure it would be there in time as it's a vital 
medication. Ran out, went to the pharmacy to find out it was never put 
through in the first place! Now having a nightmare trying to get emergency 
supplies (and paying loads for the pleasure) and I can't even access the 
app, have requested a password reset and it never sends it. Just like they 
never requested the prescription! Waste of time and massive inconvenience.",0,0,0,1,1,0,1,2.5.1,google
"Can't figure out how to use it to order my son repeat prescription. I 
guessed only registered user can use it and not useful to order dependant 
prescription.",0,0,0,0,1,0,2,2.5.1,google
Didn't work for Omagh in Northern Ireland. Useless.,0,0,0,0,0,1,1,2.5.1,google
"Anything you want to do in this app such as login, verify email, add 
account results in getting error message saying: something went wrong. Well 
its not something it was everything I've tried to do :(.",0,0,0,1,0,0,1,2.4.2,google
Useless. Enter my medication and it tells me it can't be sent by echo.,0,0,0,0,1,0,1,2.4.2,google
Wanted to use this unfortunately they don't cover my surgery,0,0,0,0,1,0,1,2.4.1,google
"Will not even open, using a pixel 2 ,""pure android"" so should work",0,0,0,1,0,0,1,2.3.7,google
"Good idea if you can set up app. Says it sends verification email but never 
arrives so can't complete application setup. Back to phoning my local 
pharmacy.",0,0,0,1,0,0,1,2.3.7,google
"Very disappointed, no warning that you cannot select a local pharmacy, 
automatically selects the providers own pharmacy, whichs based in London, 
so no good for Lincoln. Installation process does not advise this until 
installation process complete. Will have put previous arrangements back 
into place.",0,0,0,1,0,1,1,2.3.7,google
"Won't even find my gp practice even though i found it on the map and it has 
a unique name. 5 attempts and can't get past first step. Rubbish.",0,0,0,1,1,0,1,2.3.7,google
"I have been pretty disappointed with the service. I requested medication on Friday 30th March and still waiting now. I understand that the request fell in the Easter Bank Holiday but it's now over 4 working days turn around. It is approaching the second week and now I'm being informed that they are awaiting to be stocked even though the day before I was told that it was ready and waiting for dispatch. I understand that we should order medication in plenty of time but I have purchased a 'pre-pay certificate' limited to 3 months to cover me through the hayfever season so the time is limited to make sure I'm stocked up for the season. I can not put in orders too early as my GP surgery do not release prescriptions too early due to assuming I have enough medication. It was far far easier to go on my GP's website, order my meds, pick up after 48 hours then order my prescription from the supermarket pharmacy that is just round the corner. I thought this the app was to save me the time and the hassle but it seems to cause me more headache. Surely, with the technology, this should be far easier? Not happy at all....",1,0,0,0,0,0,2,2.3.7,google
Keeps crashing so could not complete registration. Now won't open at all.,0,0,0,1,0,0,1,2.3.7,google
Ridiculous! I live in Nottinghamshire. My prescription was sent to a pharmacy in London. Go figure.,0,0,0,0,0,1,1,2.3.7,google
Rubbish. It keeps closing and saying not responding.,0,0,0,1,0,0,1,2.3.7,google
"Tried this because my GP seemed to have problems with Boots electronic ordering service. Worked the first time I used it. Second time nothing had appeared after two weeks. The app said awaiting approval from GP. Surgery said they had approved it eleven days ago. Prescription ordering services MUST be 100% reliable, and this isn''t.",0,0,0,0,0,0,1,2.3.6,google
When it's actually usable then I will give a good review. You can't add family members and children to this. Surely this is a joke. Pharmacy2U do it.... Why can't you?,0,0,0,0,1,0,1,2.3.3,google
"Don't use they cannot get controlled drugs from doctors like pain killers, use your normal pharmacy delivery option",0,0,0,0,1,0,1,2.3.4,google
Your app doesn't allow me to view my profile or my orders. When I log in it only says FIND MY GP. Nothing else. No good to me if I can't view my medication orders,0,0,0,1,0,0,2,2.3.3,google
"Downloaded no problem but then said ""sorry we don't support your doctors""  so a bit pointless having to download the app before having to uninstall it.",0,0,0,0,1,0,1,2.3.3,google
"It takes a while to set up. Which is fine, just be aware you can't use it to get medication quicker than visiting your GP in person the first time you use it.   Unfortunately the app didn't give me an estimate of how long it would take until I ordered my first lot of meds. Unfortunately I can't get to my GP because I work during open hours so I figured, I'll go a week without my meds. Annoying but what can I do?  The app sends me a notification saying my GP has approved my request. THIS WAS A LIE. So I sat waiting for a couple of weeks and today, after being 2 weeks off of my meds, I opened the app to message saying the GP surgery I selected has told ECHO that I'm not a patient there. So now my best chance of getting my medication is to wait until Wednesday when my mother is off work and have her put in for a repeat then leave work 3 hours early (which will be unpaid) and get a taxi (which will cost £30) so I can be back in time to pick it up before surgery closes.  I'm very very very very angry. And I don't know if it's because I've not taking my tablets or because this app is ... honesty can't type anything without swearing",0,0,0,0,0,0,1,2.3.3,google
"Asked the receptionist to send my prescription over to the pharmacy. 2 days later I go in and they protest my prescription for levothyroxine isn't there. On the Monday I go back in after calling the surgery that protest it's deffinalty been sent to my local pharmacy. While there they advised me it was with a pharmacy in London. I live in west Yorkshire!! And they told me it's because I have this app. So thought I'd test it's usability and requested my inhaylours that luckily I'm not desperate for, it's been stuck for 3 weeks.",0,0,0,0,0,1,1,2.1.4,google
Was excited about this app until I couldn't find my Drs on it. Seems it only works in some areas.,0,0,0,0,1,0,1,2.1.3,google
It's been more than a week since I sent my order and it's still pending and I have contacted the team twice and no response,0,1,1,0,0,0,1,2.1.1,google
Kept saying my GP wasn't t my GP. There is only one Bournemouth University Talbot Medical Centre and yet it still seems to think I'm not there despite me having appointments and picking up my prescription from there myself. Much more of a headache then just going monthly,0,0,0,0,1,0,1,2.0.6,google
Well done this app is no use becasue it says that deliverly payment is £17 but I don't understand why becasue i don't have to pay!,0,0,0,0,0,0,1,2.0.6,google
No use to me as the app doesn't allow me to request the Oxycodone modified release tablets I'm prescribed. A waste of time if you can't deliver full prescriptions including controlled drugs.,0,0,0,0,1,0,1,2.0.6,google
Doesn't support my surgery,0,0,0,0,1,0,1,2.0.6,google
It wont let me.verify via email. Nothing is showing up in my inbox... I re sent the email for times....wanted of time to be honest,0,0,0,1,0,0,2,2.0.6,google
Signed up giving all my personal information. Still waiting for the non existent email so I can verify my account. Clicked SEND EMAIL 8 times over the period of the day and still nothing in any email folders. Figured it's probably a scam.,0,0,0,1,0,0,1,2.0.6,google
My GP isn't there.,0,0,0,0,1,0,2,2.0.6,google
What a great idea I thought as the advert for this app popped up in my Facebook news feed but what a waste of time. As a parent of a 12 year old with aspergers and type 1 diabetes anything that saves time and will send me reminders too would be much appreciated but this app only allows people of the age of 18 to order thier own prescriptions and on top of that the chemist that would be responsible for posting this life saving medication was located in LONDON (I live in Liverpool) what a waste of time uninsulated.,0,0,0,0,1,1,1,2.0.6,google
I signed up and it says that the pharmacy receiving my electronic prescriptions will be one 2 hours from where I live?!,0,0,0,0,0,0,1,2.0.6,google
Rubbish my gp is not on there system what a waist of time .,0,0,0,0,1,0,1,2.0.6,google
"Reminders have stopped working after the last update? Checked the settings and nothing has been changed. Would like the ability to edit quantity of medication remaining to allow for complete accuracy, as I put in the tablets I had from my last paper prescription and then ordered new prescription from Echo, but when this first order arrived it removed my existing quantity and replaced it with the amount of tablets just delivered so all my quantities are wrong. I also think that fingerprint log in would be useful as others have said.  Edit - when I try to manually mark the meds as being taken it deselects itself a second or two later? Not a great update at all! FURTHER EDIT 16/11/17 - Notifications now working correctly, updated to 4 stars! If you could get the fingerprint login and quantity editing sorted that would be 5 stars...",0,0,0,1,1,0,2,2.0.5,google
How does this work with 'controlled' medication?,0,0,0,0,0,0,2,2.0.4,google
"Concept was great!     Read about it in a magazine and thought perfect!    Registered, amazingly found my GP on there.    Got all the way setting up until the point where it told me my Nominated Pharmacy......Shepherds Bush in West London.    And I live in North Essex.    Really useful.. .. NOT",0,0,0,0,0,1,1,2.0.2,google
"Says I need to be online to find my surgery but I absolutely am! (I'm posting this, ain't I!?) Not much good as can't get past that point!",0,0,0,1,0,0,1,1.10.2,google
Nearly Perfect This app would have received 5 stars were it not for the fact it randomly cancelled my repeat prescription and won’t let me reorder it. I’ve being trying all day. I wanted to speak with someone regarding this but had to use the “ Contact a support team”. I first left the message on there 7 hours ago and it’s still not been looked at. I work in customer service and if I left my customers that long I would be fired. So I’m reduced to writing on here. If I’m honest I’m not holding out much hope of this either being read or acted upon. I just want my to reorder my medication as the app keeps telling to.,0,0,1,1,0,0,3,4.23.2,apple
Works well but ..... Works fine but seems to get confused about what tablets are needed when.,0,0,0,0,1,0,3,4.23.2,apple
"Slightly confusing Echo at some stage évider to randomly split my regular monthly list of 5 meds into smaller groups, sometimes a group of one. This means it is difficult to request the entire list and one gets multiple deliveries - which seems inefficient. It also means one loses confidence that everything will arrive in time",0,0,0,0,1,0,3,4.23.2,apple
"A big BUT for notifications Love the service as the app works great with one very key exception - dose reminders. 

These really need to be persistent and display a badge per med until such time as taking the dose has been achieved. This for me is a very important feature of a reminder notification - any opportunity to simply swipe it away, banishing it to the darkest recesses of my phone, is only meeting half the requirement in my book. Be great if the developers could sort ?",0,0,0,0,1,0,3,4.23.2,apple
"The camera, both still & video doesn’t open Hi, Trying to sign up but the camera opens black when photoing ID which is not a major problem as I’ve uploaded from my photo library. But the camera opens black for the 4 digit video recording too and there’s no option to upload from the photo / video library. iPhone 6S iOS v12.3.1 - waiting until iOS is stable again before upgrading. I look forward to the bug fix.",0,0,0,1,0,0,3,4.22.0,apple
"Mixed review For delivering my monthly meds the service was brilliant, until however, I needed an emergency prescription as I got an eye and an ear infection and needed antibiotics. I went to my local pharmacy to collect the meds but as I order had gone to echo and the prescription takes three days to get to me.
My doctor’s surgery said it’s not possible for me to use both echo for my monthly meds and use a local pharmacy for emergency antibiotics- I have to choose, one or the other.

So alas I will have to cancel my account with echo in case I ever need an emergency prescription again (it took me a couple of hours of phone calls and waiting in my local pharmacy to resolve).

I did email echo customer services but they didn’t seem to have a solution in case it happens again.",0,0,1,0,0,0,3,4.22.0,apple
Missing items It would be helpful if I could see the stock level you think I have as the “running low” triggers are coming at the wrong time,0,0,0,0,1,0,3,4.21.0,apple
"Echo review + Well designed look/feel/flow.

- Scrolling on smaller screens isn’t obvious (no scroll bar) initially yet the app has the real estate to not need a scroll to find the ‘continue’ button at the bottom. Seen on old iPhone SE.",0,0,0,0,0,0,3,4.20.0,apple
Ok until you need support This app is good until you need support. When you want to chat they say they will be in contact with 1 hour but it’s been a day now and nothing. I let it slide the first time but this it’s been a day and nothin. is a joke.,0,0,1,0,0,0,3,4.16.0,apple
Echo without a reply My GP don’t seem to like using this app.  Every month when I reorder it assures me echo has contacted my go then nothing happens till I ring them up and chase it through.  Echo don’t seem too bothered as nothing changes.,0,0,1,0,0,0,3,4.14.0,apple
Hit and miss I know it’s not their fault when medication isn’t available. But for medication that can cause side effects with withdrawal. I think it’s best if you just go straight to your GP and have the prescription sent to a local pharmacy as it’s quicker to receive the medication. Or for urgent medication. For anything that is no urgent it’s good. So I will make a choice which medicine I ask for through the app.,0,0,0,0,0,0,3,4.13.1,apple
Difficulty with deleting. Going all will go smoothly now,0,0,0,0,0,0,3,4.12.0,apple
"Slow dispatch and delivery Sent prescriptions take 2 days or more to arrive, since they use Royal Mail 48 service and they don’t dispatch on Saturdays or Sundays. Sometimes you have to wait even longer: if they are out of stock, they will hold your whole parcel with multiple prescriptions just because of one medication being out of stock. They could offer to automatically release medications if they are out of stock but would only do so if you get in touch with their support team (who are not available after hours). This is a brilliant service but definitely not for those who need an immediate access to their medications.",1,1,0,0,0,0,3,4.9.0,apple
"Notifications Bug I specifically have dose reminder notifications turned off, yet the app still does the notifications. What’s the point of giving the option if it’s not going to work?",0,0,0,1,0,0,3,4.7.0,apple
"Used to love this app but it’s getting too long to wait... I’ve used this app for almost a year now and in the beginning it was very quick to receive my medication but now it’s taking a very long time to be processed. 

I’ve been waiting 4 weeks for 2x epi pens. I know there is a national shortage but I would be able to get one quicker from a local pharmacy. 

Also, once the gp approves my prescription it is taking a while for it to be processed.",1,0,0,0,0,0,3,4.3.1,apple
Good when there’s supplies I’ve used this twice. First time it went smoothly. Second time not so much. I placed an order but it has now been 5 days and nothing has been despatched. I received an email to say the supplier is out of stock. Not great when you are due to run out soon! Would have been quicker to go to the pharmacy the good old fashion way!,1,1,0,0,0,0,3,4.1.3,apple
"Not smooth sailing - though they have tried to help make things better Had a lot of issues when I first started using this app and found myself without medication a few times because it wasn’t smooth sailing 
The service is more stable now, but often have to contact my doctor to make sure that they respond to the echo requests
An improvement for now, but hoping the service will continue to improve",0,0,0,0,0,0,3,3.18.2,apple
"Brilliant but... This app and service is brilliant but I find the colour scheme difficult to work with, inverted and not inverted. I know it sounds trivial and I could default to VoiceOver to navigate around the app but I’m stubborn when it comes to independence! 

Service is fast and reliable, I’ve used it for several months and have recommended it to other family members who appreciate it too.",0,0,0,0,0,0,3,3.18.1,apple
"Restricting I have been using the echo service for some 18 months. The supply and refill aspect of the service is excellent, and I always get my meds on time. However, I rely upon a different app to keep a check on how many tablets I have left. Unless I am missing something, there is no way that I can correct tablet numbers without contacting the supplier. This can be inconvenient, and I would prefer to have the ability to change figures when I stock check.",0,0,0,0,1,0,3,3.18.0,apple
